what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1318754954613
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1318754954746
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318754955001
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318754955002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1318754955076
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318754955222
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318754955227
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1318754955305
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1318754955499
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318754955499
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1318754955541
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318754968430
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318754970636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318754975244
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318754988426
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1318754995335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318755024412
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318755025554
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318755026383
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318755033019
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1318755138732
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318755139207
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1318755161765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1318755161765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755161783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755167821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318755178363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1318755232012
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1318755232012
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755232029
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755233829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755248407
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755257566
started,bundle,org.eclipse.equinox.security.ui,1.1.0.v20101004,"org.eclipse.equinox.security.ui",1318755275017
started,bundle,org.eclipse.jsch.ui,1.1.300.I20110511-0800,"org.eclipse.jsch.ui",1318755281976
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1318755317066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755317083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755321495
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318755329683
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1318755340947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1318755340948
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755340962
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755348126
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318755451028
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318755451201
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1318755458151
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755458178
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755461731
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755545702
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755549705
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1318755560509
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755560537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318755563460
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318755592919
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318755593027
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1318755593269
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1318755593405
