what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1319941497092
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1319941497092
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1319941497093
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1319941497095
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1319941497095
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201108301805,"org.eclipse.linuxtools.cdt.autotools.core",1319941497111
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1319941497111
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1319941497112
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1319941497113
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1319941497114
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1319941497115
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1319941497115
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1319941497117
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1319941497118
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1319941497120
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1319941497120
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1319941497123
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1319941497124
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1319941497125
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1319941497126
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1319941497126
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1319941497127
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1319941497129
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1319941497131
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1319941497131
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1319941497131
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1319941497132
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1319941497141
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1319941497142
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1319941497142
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1319941497143
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1319941497143
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1319941497144
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1319941497145
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1319941497145
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1319941497149
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1319941497149
os,sysinfo,,,"linux",1319941497154
arch,sysinfo,,,"x86",1319941497154
ws,sysinfo,,,"gtk",1319941497154
locale,sysinfo,,,"ja_JP",1319941497154
processors,sysinfo,,,"1",1319941497154
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1319941497154
java.runtime.version,sysinfo,,,"1.6.0_22-b22",1319941497154
java.specification.name,sysinfo,,,"Java Platform API Specification",1319941497154
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1319941497154
java.specification.version,sysinfo,,,"1.6",1319941497154
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1319941497154
java.version,sysinfo,,,"1.6.0_22",1319941497154
java.vm.info,sysinfo,,,"mixed mode",1319941497154
java.vm.name,sysinfo,,,"OpenJDK Client VM",1319941497154
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1319941497154
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1319941497154
java.vm.specification.version,sysinfo,,,"1.0",1319941497154
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1319941497154
java.vm.version,sysinfo,,,"20.0-b11",1319941497154
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1319941497517
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1319941498209
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941502215
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941506476
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201109151620,"org.eclipse.cdt.codan.ui",1319941507604
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319941559523
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319941567978
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319941568114
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers.ui",1319941568227
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1319941610479
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941610492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941611655
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.opendecl",1319941611914
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1319941615669
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319941617172
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319941619559
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319941620477
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319941620593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1319941622070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941622231
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319941622344
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941624018
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319941628851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.backwardHistory",1319941628865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941776002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941776736
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941778055
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941783913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941784591
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941895662
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941902385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941916207
activated,view,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.ui.views.MakeView",1319941923886
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319941929369
activated,view,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.ui.views.MakeView",1319941933211
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319941951440
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319942101419
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319942101541
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319942102464
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319942212775
activated,view,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.ui.views.MakeView",1319942223498
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319942224059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319942247932
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319942248019
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319942254048
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319942254378
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319942254524
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319942268805
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319942269437
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319942269607
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319942274512
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319942274906
